"First","Last","Keeper","Team","Season","Min","Shots","Goals","Saves","Header%","Dist","xG","G-xG","Goals/Shot","xG/Shot","G-xG/Shot","Comp ($K)","Min/96","Shots/96","Goals/96","Saves/96","Header%/96","Dist/96","xG/96","G-xG/96","Comp ($K)/96","extreme1","extreme2","plotnames"
"Jaime","Penedo","Jaime Penedo","LAG",2013,NA,31,7,24,0.225806451612903,20.1931870672258,6.348,0.651567275571192,0.225806451612903,0.204788152400929,0.0210182992119739,81.5625,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,115,"Penedo 2013"
"Clint","Irwin","Clint Irwin","COL",2013,NA,126,35,91,0.19047619047619,19.7270473170476,34.344,0.655716622519028,0.277777777777778,0.272573677599055,0.00520410017872245,35.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,264,272,"Irwin 2013"
"Chris","Konopka","Chris Konopka","TOR",2015,1990,91,29,62,0.10989010989011,18.1249584295675,28.326,0.67378555315625,0.318681318681319,0.311277081833448,0.00740423684787088,66,1990,4.38994974874372,1.39899497487437,2.99095477386935,0.10989010989011,18.1249584295675,1.36649074718442,0.0325042276899498,66,230,240,"Konopka 2015"
"Kyle","Reynish","Kyle Reynish","ATL",2017,158,8,5,3,0.25,13.9220543195435,4.21,0.790370584172475,0.625,0.526203676978441,0.0987963230215594,65.004,158,4.86075949367089,3.0379746835443,1.82278481012658,0.25,13.9220543195435,2.55774951847748,0.48022516506682,65.004,84,97,"Reynish 2017"
"Luis","Robles","Luis Robles","NYRB",2014,NA,160,50,110,0.1125,19.6625291755375,49.207,0.792693036653468,0.3125,0.307545668520916,0.00495433147908418,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,362,365,"Robles 2014"
"Joe","Bendik","Joe Bendik","POR",2012,NA,19,8,11,0.105263157894737,17.5662065201053,7.191,0.808869002778045,0.421052631578947,0.378480578801156,0.0425720527777919,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,125,"Bendik 2012"
"Andrew","Dykstra","Andrew Dykstra","DCU",2016,99,7,4,3,0.571428571428571,10.7307096066048,3.191,0.809105484294455,0.571428571428571,0.455842073672221,0.115586497756351,85.7,99,6.78787878787879,3.87878787878788,2.90909090909091,0.571428571428571,10.7307096066048,3.09420074250235,0.784587136285532,85.7,68,74,"Dykstra 2016"
"Andrew","Tarbell","Andrew Tarbell","SJE",2017,1047,66,25,41,0.151515151515152,19.8560158312421,24.169,0.83077255461886,0.378787878787879,0.366200415839108,0.0125874629487706,94,1047,6.05157593123209,2.29226361031519,3.75931232091691,0.151515151515152,19.8560158312421,2.21608962249913,0.0761739878160559,94,218,225,"Tarbell 2017"
"Evan","Bush","Evan Bush","MTL",2014,NA,75,23,52,0.106666666666667,19.8030442868,22.161,0.839362416577446,0.306666666666667,0.295475167778967,0.0111914988876993,48.825,NA,NA,NA,NA,NA,NA,NA,NA,NA,213,215,"Bush 2014"
"Andrew","Dykstra","Andrew Dykstra","DCU",2014,NA,9,3,6,0.111111111111111,23.2764836611111,2.127,0.873283153231806,0.333333333333333,0.236301871863133,0.0970314614702007,48.825,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,48,"Dykstra 2014"
"Steve","Clark","Steve Clark","DCU",2017,471,24,11,13,0.125,15.5743616340067,10.117,0.882875915812924,0.458333333333333,0.421546836841128,0.0367864964922052,72,471,4.89171974522293,2.24203821656051,2.64968152866242,0.125,15.5743616340067,2.06208898531202,0.179949231248494,72,142,150,"Clark 2017"
"Tim","Howard","Tim Howard","COL",2018,3131,177,56,121,0.124293785310734,17.1042219129055,55.098,0.902212276129325,0.31638418079096,0.311286936293055,0.00509724449790579,2475,3131,5.42702012136698,1.71702331523475,3.70999680613223,0.124293785310734,17.1042219129055,1.68936046678109,0.0276628484536618,2475,382,380,"Howard 2018"
"Maxime","Crepeau","Maxime Crepeau","VAN",2019,2518,158,44,114,0.132911392405063,20.4407357911065,43.094,0.906080444783543,0.278481012658228,0.272746326298838,0.00573468635938951,94.083,2518,6.02382843526608,1.67752184273233,4.34630659253376,0.132911392405063,20.4407357911065,1.6429770759733,0.0345447667590231,94.083,332,342,"Crepeau 2019"
"Kyle","Reynish","Kyle Reynish","RSL",2012,NA,8,2,6,0,22.76028228,1.08,0.919877685237428,0.25,0.135015289345321,0.114984710654679,74.304,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,38,"Reynish 2012"
"Andrew","Dykstra","Andrew Dykstra","SKC",2017,328,14,4,10,0.142857142857143,21.0811052468403,3.05,0.950035511072106,0.285714285714286,0.217854606351992,0.0678596793622933,87.65451,328,4.09756097560976,1.17073170731707,2.92682926829268,0.142857142857143,21.0811052468403,0.892672533344749,0.278059173972324,87.65451,65,73,"Dykstra 2017"
"Tim","Melia","Tim Melia","SKC",2019,3112,171,60,111,0.169590643274854,16.8197894089797,59.045,0.95543764369138,0.350877192982456,0.345289838340986,0.00558735464147006,341.675,3112,5.27506426735219,1.85089974293059,3.42416452442159,0.169590643274854,16.8197894089797,1.82142608811235,0.0294736548182431,341.675,390,390,"Melia 2019"
"Luis","Robles","Luis Robles","NYRB",2012,NA,12,3,9,0.166666666666667,22.2788109175,2.038,0.961793044569603,0.25,0.1698505796192,0.0801494203808002,46.50004,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,59,"Robles 2012"
"Brad","Knighton","Brad Knighton","NER",2015,287,15,6,9,0.2,17.0799783272939,5.022,0.978256294041409,0.4,0.334782913730573,0.0652170862694272,82.005,287,5.01742160278746,2.00696864111498,3.01045296167247,0.2,17.0799783272939,1.67974702359591,0.327221617519077,82.005,99,100,"Knighton 2015"
"Chris","Seitz","Chris Seitz","FCD",2011,NA,9,4,5,0.222222222222222,16.3698244064444,3.004,0.99554803775064,0.444444444444444,0.333827995805484,0.11061644863896,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,71,"Seitz 2011"
"Matt","Pickens","Matt Pickens","COL",2013,NA,4,2,2,0.25,19.93979406375,0.995,1.00471514483064,0.5,0.24882121379234,0.25117878620766,212.93333,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,45,"Pickens 2013"
"John","McCarthy","John McCarthy","PHI",2017,768,47,13,34,0.148936170212766,18.5721968658581,11.968,1.03200689136457,0.276595744680851,0.254638151247562,0.0219575934332886,95.75,768,5.875,1.625,4.25,0.148936170212766,18.5721968658581,1.49599913857943,0.129000861420571,95.75,160,163,"McCarthy 2017"
"Quentin","Westberg","Quentin Westberg","TOR",2019,2681,114,39,75,0.149122807017544,17.5119826266019,37.923,1.07674589299341,0.342105263157895,0.332660123745672,0.00944513941222293,115.254,2681,4.08205893323387,1.39649384558001,2.68556508765386,0.149122807017544,17.5119826266019,1.3579382298667,0.0385556157133039,115.254,285,306,"Westberg 2019"
"Tim","Melia","Tim Melia","CHV",2013,NA,15,7,8,0.2,17.0243271992,5.919,1.08062756108204,0.466666666666667,0.394624829261197,0.0720418374054695,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,110,"Melia 2013"
"Brad","Guzan","Brad Guzan","ATL",2018,3135,123,41,82,0.130081300813008,19.0536887926912,39.911,1.08872205774998,0.333333333333333,0.324481934489838,0.00885139884349578,700.008,3135,3.76650717703349,1.2555023923445,2.511004784689,0.130081300813008,19.0536887926912,1.22216353507368,0.0333388572708128,700.008,307,326,"Guzan 2018"
"Andre","Blake","Andre Blake","PHI",2018,3152,167,49,118,0.131736526946108,18.1420337859711,47.892,1.10772868816581,0.293413173652695,0.286780067735534,0.00663310591716054,500,3152,5.08629441624366,1.49238578680203,3.59390862944162,0.131736526946108,18.1420337859711,1.45864785721322,0.0337379295888064,500,357,361,"Blake 2018"
"Matt","Lampson","Matt Lampson","CLB",2012,NA,10,3,7,0,23.743013297,1.885,1.1150863762166,0.3,0.18849136237834,0.11150863762166,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,52,"Lampson 2012"
"Andrew","Weber","Andrew Weber","POR",2015,93,7,3,4,0,16.9218800669429,1.878,1.12201527517385,0.428571428571429,0.268283532118022,0.160287896453407,60,93,7.2258064516129,3.09677419354839,4.12903225806452,0,16.9218800669429,1.9385648772399,1.15820931630849,60,40,51,"Weber 2015"
"Rais","M'bolhi","Rais M'bolhi","PHI",2014,NA,11,4,7,0.181818181818182,22.5269701736364,2.877,1.12283359918111,0.363636363636364,0.261560581892626,0.102075781743737,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,86,"M'bolhi 2014"
"Brad","Stuver","Brad Stuver","CLB",2016,190,15,7,8,0,18.7009076452984,5.827,1.17270455470459,0.466666666666667,0.388486363019694,0.0781803036469726,63,190,7.57894736842105,3.53684210526316,4.04210526315789,0,18.7009076452984,2.94431769867558,0.592524406587581,63,105,117,"Stuver 2016"
"Bill","Gaudette","Bill Gaudette","LAG, NYRB",2012,NA,58,20,38,0.206896551724138,16.2737363526207,18.796,1.20360776688537,0.344827586206897,0.324075728157149,0.0207518580497477,63.255,NA,NA,NA,NA,NA,NA,NA,NA,NA,199,203,"Gaudette 2012"
"Paul","Christensen","Paul Christensen","ATL",2018,60,3,2,1,0,17.622939595879,0.739,1.2613405437313,0.666666666666667,0.246219818756234,0.420446847910433,NA,60,4.8,3.2,1.6,0,17.622939595879,1.18185513002992,2.01814486997008,NA,8,42,"Christensen 2018"
"Joe","Bendik","Joe Bendik","CLB",2019,583,26,12,14,0.115384615384615,18.234574372257,10.713,1.2874207725027,0.461538461538462,0.412022277980666,0.049516183557796,144,583,4.28130360205832,1.97598627787307,2.30531732418525,0.115384615384615,18.234574372257,1.7639924628469,0.211993815026173,144,149,158,"Bendik 2019"
"Eric","Kronberg","Eric Kronberg","SKC",2011,NA,15,5,10,0.133333333333333,23.904151752,3.7,1.299657653016,0.333333333333333,0.246689489798933,0.0866438435344001,62.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,98,"Kronberg 2011"
"Brad","Knighton","Brad Knighton","NER",2014,NA,12,6,6,0.0833333333333333,22.3843185433333,4.66,1.34014684250562,0.5,0.388321096457865,0.111678903542135,80.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,103,"Knighton 2014"
"Eirik","Johansen","Eirik Johansen","NYC",2017,193,7,4,3,0.142857142857143,22.227344000989,2.653,1.34655129357325,0.571428571428571,0.379064100918107,0.192364470510465,65.625,193,3.48186528497409,1.98963730569948,1.49222797927461,0.142857142857143,22.227344000989,1.31985013376667,0.669787171932809,65.625,61,66,"Johansen 2017"
"Andrew","Weber","Andrew Weber","SEA",2012,NA,9,4,5,0.222222222222222,19.3662648314444,2.619,1.38091748881624,0.444444444444444,0.291009167909307,0.153435276535137,58.44593,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,75,"Weber 2012"
"Bobby","Shuttleworth","Bobby Shuttleworth","MIN",2018,2426,153,51,102,0.137254901960784,19.2640233295089,49.587,1.41303403023853,0.333333333333333,0.324097816795827,0.00923551653750676,181.875,2426,6.05441055234955,2.01813685078318,4.03627370156636,0.137254901960784,19.2640233295089,1.9622212420021,0.0559156087810797,181.875,364,371,"Shuttleworth 2018"
"Adin","Brown","Adin Brown","POR",2011,NA,9,4,5,0,24.4313182255556,2.57,1.42967691463556,0.444444444444444,0.285591453929383,0.158852990515062,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,85,"Brown 2011"
"Steve","Cronin","Steve Cronin","DCU",2011,NA,10,4,6,0.1,22.181229835,2.55,1.44975653601566,0.4,0.255024346398434,0.144975653601566,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,77,"Cronin 2011"
"Joe","Willis","Joe Willis","HOU",2017,764,31,14,17,0.129032258064516,16.853471059709,12.532,1.46797233651344,0.451612903225806,0.404258956886663,0.0473539463391431,106.3125,764,3.89528795811518,1.75916230366492,2.13612565445026,0.129032258064516,16.853471059709,1.57470504672082,0.184457256944097,106.3125,164,173,"Willis 2017"
"Zac","MacMath","Zac MacMath","PHI",2011,NA,24,8,16,0.291666666666667,19.4545719405833,6.509,1.49131568895206,0.333333333333333,0.271195179626998,0.0621381537063357,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,127,"MacMath 2011"
"Brian","Sylvestre","Brian Sylvestre","PHI",2015,1134,50,19,31,0.12,18.1469998916804,17.507,1.49283386264477,0.38,0.350143322747105,0.0298566772528953,60,1134,4.23280423280423,1.60846560846561,2.62433862433862,0.12,18.1469998916804,1.48208813861208,0.126377469853525,60,194,201,"Sylvestre 2015"
"Jon","Kempin","Jon Kempin","SKC",2014,NA,12,7,5,0.166666666666667,16.78497733375,5.507,1.49344356059494,0.583333333333333,0.458879703283755,0.124453630049578,77.08333,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,116,"Kempin 2014"
"Matthew","Jones","Matthew Jones","PHI",2016,95,4,2,2,0.5,18.7579876719743,0.493,1.50734639824427,0.5,0.123163400438933,0.376836599561067,80.625,95,4.04210526315789,2.02105263157895,2.02105263157895,0.5,18.7579876719743,0.497839429142636,1.52321320243631,80.625,4,35,"Jones 2016"
"Brad","Stuver","Brad Stuver","NYC",2018,196,9,4,5,0.111111111111111,25.7604328102796,2.446,1.55351202453689,0.444444444444444,0.271831997273679,0.172612447170765,84.99996,196,4.40816326530612,1.95918367346939,2.44897959183673,0.111111111111111,25.7604328102796,1.19827982471663,0.76090384875276,84.99996,54,67,"Stuver 2018"
"Tim","Melia","Tim Melia","CHV",2014,NA,4,3,1,0,17.353034625,1.432,1.56791204257955,0.75,0.358021989355113,0.391978010644887,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,58,"Melia 2014"
"Jorge","Bava","Jorge Bava","CHI",2017,758,31,11,20,0.129032258064516,20.1460911955419,9.412,1.58757250898422,0.354838709677419,0.303626693258573,0.0512120164188458,267.13334,758,3.92612137203166,1.39313984168865,2.53298153034301,0.129032258064516,20.1460911955419,1.19207524952179,0.201064592166867,267.13334,140,153,"Bava 2017"
"Jon","Kempin","Jon Kempin","CLB",2019,291,8,4,4,0.125,17.3884803588593,2.408,1.59186185722378,0.5,0.301017267847028,0.198982732152972,71.664,291,2.63917525773196,1.31958762886598,1.31958762886598,0.125,17.3884803588593,0.79443732545195,0.52515030341403,71.664,52,80,"Kempin 2019"
"Maxime","Crepeau","Maxime Crepeau","MTL",2017,287,18,8,10,0.111111111111111,18.0205927149191,6.377,1.62270740994441,0.444444444444444,0.354294032780866,0.0901504116635784,79.08333,287,6.02090592334495,2.67595818815331,3.34494773519164,0.111111111111111,18.0205927149191,2.13317104057609,0.542787147577224,79.08333,116,122,"Crepeau 2017"
"Ryan","Meara","Ryan Meara","NYRB",2012,NA,86,27,59,0.13953488372093,17.4881675921977,25.371,1.62888490254991,0.313953488372093,0.29501296624942,0.0189405221226734,33.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,223,227,"Meara 2012"
"Matt","Lampson","Matt Lampson","CHI",2017,2281,88,30,58,0.170454545454545,19.5831303527559,28.369,1.63142804399792,0.340909090909091,0.32237013586366,0.018538955045431,81.375,2281,3.70363875493205,1.26260412099956,2.44103463393249,0.170454545454545,19.5831303527559,1.19394252861736,0.0686615923822011,81.375,231,247,"Lampson 2017"
"Brian","Perk","Brian Perk","LAG",2012,NA,13,6,7,0.461538461538462,14.7978003534615,4.362,1.63798137696313,0.461538461538462,0.335539894079759,0.125998567458702,110.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,104,"Perk 2012"
"Jimmy","Nielsen","Jimmy Nielsen","SKC",2011,NA,114,35,79,0.140350877192982,21.4791607287982,33.345,1.65531281338298,0.307017543859649,0.292497256022956,0.0145202878366928,241.66667,NA,NA,NA,NA,NA,NA,NA,NA,NA,259,275,"Nielsen 2011"
"John","Berner","John Berner","COL",2014,NA,12,6,6,0.166666666666667,17.5943688463333,4.342,1.65808972508903,0.5,0.361825856242581,0.138174143757419,36.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,109,"Berner 2014"
"Matthew","Lampson","Matthew Lampson","MIN",2018,882,50,19,31,0.2,17.2578042863485,17.323,1.6771281188102,0.38,0.346457437623796,0.033542562376204,107.50008,882,5.4421768707483,2.06802721088435,3.37414965986395,0.2,17.2578042863485,1.88548265373494,0.18254455714941,107.50008,190,200,"Lampson 2018"
"Brad","Knighton","Brad Knighton","NER",2019,725,26,12,14,0.115384615384615,13.2152921780748,10.321,1.67865990228441,0.461538461538462,0.396974619142907,0.0645638423955542,116.253,725,3.44275862068966,1.58896551724138,1.85379310344828,0.115384615384615,13.2152921780748,1.36668779224924,0.222277724992143,116.253,144,157,"Knighton 2019"
"Alex","Bono","Alex Bono","TOR",2016,1447,57,15,42,0.192982456140351,19.3049002755753,13.266,1.73366563980653,0.263157894736842,0.23274270807357,0.0304151866632724,85.2,1447,3.78161713890809,0.995162404975812,2.78645473393227,0.192982456140351,19.3049002755753,0.880143813806892,0.11501859116892,85.2,169,175,"Bono 2016"
"Richard","Sanchez","Richard Sanchez","CHI",2018,2359,125,47,78,0.144,16.8530135052869,45.252,1.74756330921864,0.376,0.362019493526251,0.0139805064737491,132.50008,2359,5.08690122933446,1.91267486222976,3.17422636710471,0.144,16.8530135052869,1.84155740666173,0.0711174555680327,132.50008,347,352,"Sanchez 2018"
"Michael","Gspurning","Michael Gspurning","SEA",2013,NA,111,35,76,0.189189189189189,17.447682498973,33.248,1.752014639956,0.315315315315315,0.299531399640036,0.0157839156752793,285,NA,NA,NA,NA,NA,NA,NA,NA,NA,258,274,"Gspurning 2013"
"Zack","Steffen","Zack Steffen","CLB",2018,2776,102,35,67,0.166666666666667,18.5473220119554,33.23,1.76993436435688,0.343137254901961,0.325784957212187,0.0173522976897733,145,2776,3.52737752161383,1.21037463976945,2.31700288184438,0.166666666666667,18.5473220119554,1.14916653495019,0.061208104819258,145,257,276,"Steffen 2018"
"Zac","MacMath","Zac MacMath","COL",2015,284,11,5,6,0.181818181818182,20.5900638037537,3.227,1.77266338966058,0.454545454545455,0.293394237303584,0.161151217241871,130,284,3.71830985915493,1.69014084507042,2.02816901408451,0.181818181818182,20.5900638037537,1.09093068518516,0.599210159885265,130,71,87,"MacMath 2015"
"Jon","Kempin","Jon Kempin","CLB",2018,486,19,8,11,0.105263157894737,18.4840869736153,6.214,1.78551628243333,0.421052631578947,0.327078090398246,0.0939745411807015,80.256,486,3.75308641975309,1.58024691358025,2.17283950617284,0.105263157894737,18.4840869736153,1.22755233927243,0.352694574307818,80.256,112,123,"Kempin 2018"
"Greg","Sutton","Greg Sutton","NYRB",2011,NA,44,14,30,0.0681818181818182,22.0564167955,12.187,1.81268644899405,0.318181818181818,0.276984398886499,0.0411974192953194,80.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,161,167,"Sutton 2011"
"Nick","Rimando","Nick Rimando","RSL",2019,2801,109,34,75,0.128440366972477,19.4698990238376,32.164,1.83613852705779,0.311926605504587,0.295081297916901,0.0168453075876861,322.5,2801,3.73580863977151,1.16529810781864,2.57051053195287,0.128440366972477,19.4698990238376,1.10236726219295,0.0629308456256864,322.5,249,266,"Rimando 2019"
"Kenneth","Kronholm","Kenneth Kronholm","CHI",2019,1938,85,27,58,0.105882352941176,19.5948732927372,25.153,1.84694192444256,0.317647058823529,0.295918330300676,0.0217287285228536,150.996,1938,4.21052631578947,1.3374613003096,2.87306501547988,0.105882352941176,19.5948732927372,1.24597191705548,0.0914893832541206,150.996,222,228,"Kronholm 2019"
"Jesse","Gonzalez","Jesse Gonzalez","FCD",2016,567,23,10,13,0.173913043478261,16.8533886744968,8.075,1.92511899002371,0.434782608695652,0.351081783042447,0.0837008256532048,76.875,567,3.89417989417989,1.69312169312169,2.2010582010582,0.173913043478261,16.8533886744968,1.36717562073673,0.325946072384967,76.875,131,137,"Gonzalez 2016"
"Brian","Rowe","Brian Rowe","LAG",2015,663,22,9,13,0.0909090909090909,19.9652788491728,7.062,1.93829766273712,0.409090909090909,0.320986469875586,0.0881044392153234,60,663,3.18552036199095,1.30316742081448,1.88235294117647,0.0909090909090909,19.9652788491728,1.02250893571227,0.280658485102207,60,122,132,"Rowe 2015"
"David","Ousted","David Ousted","VAN",2014,NA,137,40,97,0.182481751824818,19.4811514938686,38.042,1.95805414224672,0.291970802919708,0.277678436917907,0.0142923660018008,266.15625,NA,NA,NA,NA,NA,NA,NA,NA,NA,287,311,"Ousted 2014"
"Jay","Nolly","Jay Nolly","VAN",2011,NA,62,23,39,0.0967741935483871,19.8927274237903,20.971,2.02931274718656,0.370967741935484,0.33823689117441,0.0327308507610735,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,210,214,"Nolly 2011"
"Luis","Robles","Luis Robles","NYRB",2019,3224,136,48,88,0.161764705882353,17.7154248829322,45.909,2.09106058175433,0.352941176470588,0.337565731016512,0.0153754454540759,490,3224,4.04962779156328,1.42928039702233,2.62034739454094,0.161764705882353,17.7154248829322,1.36701556580384,0.0622648312184911,490,352,356,"Robles 2019"
"Alex","Bono","Alex Bono","TOR",2018,2578,135,45,90,0.155555555555556,18.5372910941182,42.869,2.13087875009992,0.333333333333333,0.317549046295556,0.0157842870377772,164,2578,5.02715283165244,1.67571761055081,3.35143522110163,0.155555555555556,18.5372910941182,1.59636758727324,0.0793500232775767,164,331,346,"Bono 2018"
"Joe","Bendik","Joe Bendik","ORL",2016,3264,173,59,114,0.144508670520231,16.0665264048751,56.863,2.13711429646112,0.341040462427746,0.328687200598491,0.0123532618292551,147.66667,3264,5.08823529411765,1.73529411764706,3.35294117647059,0.144508670520231,16.0665264048751,1.67243781480997,0.0628563028370919,147.66667,386,388,"Bendik 2016"
"Jon","Conway","Jon Conway","CHI",2011,NA,23,8,15,0.173913043478261,21.5235156673043,5.847,2.15346315571455,0.347826086956522,0.254197254099368,0.0936288328571542,79.83333,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,124,"Conway 2011"
"Zach","Thornton","Zach Thornton","CHV",2011,NA,7,4,3,0,17.5931585085714,1.782,2.21786912780473,0.571428571428571,0.254590124599325,0.316838446829247,162.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,82,"Thornton 2011"
"Cody","Cropper","Cody Cropper","NER",2019,676,46,17,29,0.173913043478261,15.4035415580662,14.76,2.23972437988397,0.369565217391304,0.320875556959044,0.0486896604322602,77.52,676,6.53254437869822,2.41420118343195,4.11834319526627,0.173913043478261,15.4035415580662,2.09613381587447,0.318067367557487,77.52,177,188,"Cropper 2019"
"David","Ousted","David Ousted","VAN",2013,NA,53,16,37,0.188679245283019,23.459548776,13.732,2.26795086398822,0.30188679245283,0.259095266717203,0.0427915257356267,166.15625,NA,NA,NA,NA,NA,NA,NA,NA,NA,172,185,"Ousted 2013"
"Joe","Willis","Joe Willis","DCU",2013,NA,46,18,28,0.0217391304347826,16.354332629087,15.732,2.26817338399245,0.391304347826087,0.341996230782773,0.0493081170433142,46.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,184,190,"Willis 2013"
"Earl","Edwards Jr.","Earl Edwards Jr.","ORL",2017,90,7,6,1,0.142857142857143,15.8509187430887,3.713,2.28749135823528,0.857142857142857,0.530358377394961,0.326784479747897,65,90,7.46666666666667,6.4,1.06666666666667,0.142857142857143,15.8509187430887,3.96000921788237,2.43999078211763,65,79,107,"Jr. 2017"
"Joe","Cannon","Joe Cannon","VAN",2011,NA,98,32,66,0.153061224489796,21.8557683775816,29.654,2.34566571598686,0.326530612244898,0.302595247796052,0.0239353644488455,209.75625,NA,NA,NA,NA,NA,NA,NA,NA,NA,236,254,"Cannon 2011"
"Joe","Willis","Joe Willis","HOU",2019,2634,132,44,88,0.113636363636364,18.877006080334,41.642,2.35752401703794,0.333333333333333,0.315473302901228,0.0178600304321056,172.833,2634,4.81093394077449,1.60364464692483,3.20728929384966,0.113636363636364,18.877006080334,1.51772122033575,0.0859234265890821,172.833,322,341,"Willis 2019"
"Chris","Seitz","Chris Seitz","HOU",2018,590,23,9,14,0.0869565217391304,20.1428706950406,6.639,2.36110056031102,0.391304347826087,0.288647801725608,0.102656546100479,155.004,590,3.74237288135593,1.46440677966102,2.27796610169492,0.0869565217391304,20.1428706950406,1.08022770544092,0.384179074220098,155.004,121,130,"Seitz 2018"
"Chris","Seitz","Chris Seitz","FCD",2015,668,27,10,17,0.0740740740740741,19.0893538618013,7.621,2.37902406937826,0.37037037037037,0.282258367800805,0.0881120025695652,130,668,3.88023952095808,1.43712574850299,2.44311377245509,0.0740740740740741,19.0893538618013,1.09523007386181,0.341895674641187,130,128,136,"Seitz 2015"
"Matt","Reis","Matt Reis","NER",2012,NA,131,39,92,0.190839694656489,19.8615120129389,36.554,2.44561259328409,0.297709923664122,0.279041125242106,0.0186687984220159,159.66667,NA,NA,NA,NA,NA,NA,NA,NA,NA,274,299,"Reis 2012"
"Jon","Busch","Jon Busch","CHI",2015,1145,57,22,35,0.192982456140351,16.6394742866163,19.508,2.49231290241209,0.385964912280702,0.342240124519086,0.0437247877616156,90,1145,4.77903930131004,1.84454148471616,2.93449781659389,0.192982456140351,16.6394742866163,1.63557900556196,0.208962479154201,90,203,209,"Busch 2015"
"Nick","Rimando","Nick Rimando","RSL",2011,NA,126,35,91,0.158730158730159,22.1011240357698,32.497,2.50290379927035,0.277777777777778,0.257913461910553,0.019864315867225,158.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,253,279,"Rimando 2011"
"Donovan","Ricketts","Donovan Ricketts","ORL, LAG",2015,1998,90,32,58,0.144444444444444,18.3117559025364,29.474,2.52555054023161,0.355555555555556,0.327493882886315,0.0280616726692401,260,1998,4.32432432432432,1.53753753753754,2.78678678678679,0.144444444444444,18.3117559025364,1.41618976383272,0.121347773704822,260,235,256,"Ricketts 2015"
"Tally","Hall","Tally Hall","ORL",2015,2175,113,40,73,0.185840707964602,17.9467122016922,37.473,2.52731899390729,0.353982300884956,0.331616646071617,0.0223656548133389,228.5,2175,4.98758620689655,1.76551724137931,3.22206896551724,0.185840707964602,17.9467122016922,1.65396660992409,0.111550631455218,228.5,281,312,"Hall 2015"
"Dan","Kennedy","Dan Kennedy","FCD",2015,1517,48,18,30,0.145833333333333,18.5808657716031,15.423,2.57658095235368,0.375,0.321321230159298,0.0536787698407018,233,1517,3.03757415952538,1.13909030982202,1.89848384970336,0.145833333333333,18.5808657716031,0.976037065638791,0.163053244183226,233,181,193,"Kennedy 2015"
"Dan","Kennedy","Dan Kennedy","CHV",2012,NA,161,52,109,0.161490683229814,18.3831100519689,49.397,2.60261343823511,0.322981366459627,0.306816065601024,0.0161653008586032,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,363,373,"Kennedy 2012"
"Tyler","Deric","Tyler Deric","HOU",2018,191,14,7,7,0.285714285714286,14.5469094745123,4.389,2.61095285838303,0.5,0.313503367258355,0.186496632741645,67.5,191,7.03664921465969,3.51832460732984,3.51832460732984,0.285714285714286,14.5469094745123,2.20601322301167,1.31231138431817,67.5,92,111,"Deric 2018"
"John","McCarthy","John McCarthy","PHI",2015,1047,40,18,22,0.125,16.5989156787503,15.38,2.62046760116818,0.45,0.384488309970795,0.0655116900292046,66.25,1047,3.6676217765043,1.65042979942693,2.01719197707736,0.125,16.5989156787503,1.41015769846022,0.24027210096671,66.25,180,192,"McCarthy 2015"
"William","Hesmer","William Hesmer","CLB",2011,NA,134,42,92,0.194029850746269,19.8914624242537,39.35,2.65020473929167,0.313432835820896,0.293655188512749,0.0197776473081468,163.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,330,"Hesmer 2011"
"Eric","Dick","Eric Dick","SKC",2019,92,9,6,3,0,18.0805067726517,3.213,2.78694597699337,0.666666666666667,0.357006002556293,0.309660664110374,NA,92,9.39130434782609,6.26086956521739,3.1304347826087,0,18.0805067726517,3.35275202400692,2.90811754121047,NA,70,106,"Dick 2019"
